GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH)
0600120625,0,Voting District 20625,Alameda,734,131,39,279,258,0,27
0600131070,0,Voting District 31070,Alameda,1215,328,251,272,333,2,29
0600131090,0,Voting District 31090,Alameda,3511,758,580,1296,717,14,146
0600131075,0,Voting District 31075,Alameda,812,514,43,120,100,2,33
0600120480,0,Voting District 20480,Alameda,10849,1933,438,1043,6792,13,630
0600120490,0,Voting District 20490,Alameda,12164,3065,552,1633,6178,13,723
0600120670,0,Voting District 20670,Alameda,8,5,0,3,0,0,0
0600120655,0,Voting District 20655,Alameda,0,0,0,0,0,0,0
0600120615,0,Voting District 20615,Alameda,1822,236,179,990,379,0,38
0600120710,0,Voting District 20710,Alameda,5,2,3,0,0,0,0
0600151720,0,Voting District 51720,Alameda,6406,4740,254,505,558,4,345
0600151730,0,Voting District 51730,Alameda,261,206,22,11,14,0,8
0600151835,0,Voting District 51835,Alameda,7799,2587,2041,819,1887,25,440
0600151870,0,Voting District 51870,Alameda,12746,5115,3323,1183,2362,37,726
0600131180,0,Voting District 31180,Alameda,9094,3669,1690,2245,1074,23,393
0600131100,0,Voting District 31100,Alameda,778,351,28,174,199,4,22
0600131080,0,Voting District 31080,Alameda,6002,2405,757,1344,1242,28,226
0600131185,0,Voting District 31185,Alameda,0,0,0,0,0,0,0
0600141590,0,Voting District 41590,Alameda,901,513,118,147,85,2,36
0600120820,0,Voting District 20820,Alameda,26748,3570,1404,9858,10770,47,1099
0600120665,0,Voting District 20665,Alameda,4639,1109,337,2397,609,11,176
0600120695,0,Voting District 20695,Alameda,1,1,0,0,0,0,0
0600131165,0,Voting District 31165,Alameda,8985,2789,488,1848,3562,13,285
0600130935,0,Voting District 30935,Alameda,2679,509,336,1471,264,8,91
0600130900,0,Voting District 30900,Alameda,3486,1072,186,1581,546,8,93
0600141420,0,Voting District 41420,Alameda,0,0,0,0,0,0,0
0600120610,0,Voting District 20610,Alameda,3173,227,256,2371,247,8,64
0600120690,0,Voting District 20690,Alameda,297,27,10,224,36,0,0
0600120705,0,Voting District 20705,Alameda,4,0,0,0,4,0,0
0600130930,0,Voting District 30930,Alameda,1136,129,256,594,117,7,33
0600120685,0,Voting District 20685,Alameda,0,0,0,0,0,0,0
0600120570,0,Voting District 20570,Alameda,0,0,0,0,0,0,0
0600141370,0,Voting District 41370,Alameda,700,101,59,497,24,2,17
0600131030,0,Voting District 31030,Alameda,4658,879,482,2575,582,32,108
0600130950,0,Voting District 30950,Alameda,2158,177,87,40,1824,1,29
0600130960,0,Voting District 30960,Alameda,2723,315,355,561,1416,3,73
0600131025,0,Voting District 31025,Alameda,0,0,0,0,0,0,0
0600130955,0,Voting District 30955,Alameda,354,32,31,121,160,4,6
0600131005,0,Voting District 31005,Alameda,4434,1924,943,532,744,18,273
0600131150,0,Voting District 31150,Alameda,2282,663,70,535,915,5,94
0600131170,0,Voting District 31170,Alameda,4154,982,409,1074,1541,10,138
0600131155,0,Voting District 31155,Alameda,952,265,48,318,292,5,24
0600131145,0,Voting District 31145,Alameda,5002,1064,351,1682,1771,9,125
0600131085,0,Voting District 31085,Alameda,1568,435,412,483,178,11,49
0600120520,0,Voting District 20520,Alameda,0,0,0,0,0,0,0
0600120730,0,Voting District 20730,Alameda,36269,9924,1506,13870,9312,79,1578
0600141365,0,Voting District 41365,Alameda,0,0,0,0,0,0,0
0600141355,0,Voting District 41355,Alameda,6981,1401,903,3668,742,36,231
0600120560,0,Voting District 20560,Alameda,11,0,0,3,8,0,0
0600141350,0,Voting District 41350,Alameda,1374,120,142,982,97,0,33
0600120555,0,Voting District 20555,Alameda,36,0,0,36,0,0,0
0600141360,0,Voting District 41360,Alameda,124,27,18,57,18,1,3
0600141425,0,Voting District 41425,Alameda,0,0,0,0,0,0,0
0600131125,0,Voting District 31125,Alameda,0,0,0,0,0,0,0
0600141415,0,Voting District 41415,Alameda,0,0,0,0,0,0,0
0600141410,0,Voting District 41410,Alameda,18646,3096,3302,8901,2659,71,617
0600130895,0,Voting District 30895,Alameda,701,194,108,249,132,0,18
0600130915,0,Voting District 30915,Alameda,632,137,300,122,66,0,7
0600141330,0,Voting District 41330,Alameda,0,0,0,0,0,0,0
0600141405,0,Voting District 41405,Alameda,43,21,1,20,0,0,1
0600130980,0,Voting District 30980,Alameda,12254,1812,2606,1985,5337,37,477
0600130975,0,Voting District 30975,Alameda,5354,1504,861,652,2056,15,266
0600110120,0,Voting District 10120,Alameda,3925,1708,92,1788,212,17,108
0600120765,0,Voting District 20765,Alameda,143,57,0,50,26,1,9
0600120630,0,Voting District 20630,Alameda,0,0,0,0,0,0,0
0600110185,0,Voting District 10185,Alameda,47,44,0,0,3,0,0
0600141411,0,Voting District 41411,Alameda,2,0,0,2,0,0,0
0600110111,0,Voting District 10111,Alameda,26,12,0,13,0,0,1
0600141231,0,Voting District 41231,Alameda,0,0,0,0,0,0,0
0600320005,0,Voting District 20005,Alpine,169,141,0,12,2,8,6
0600310000,0,Voting District 10000,Alpine,210,187,0,11,2,4,6
0600330010,0,Voting District 30010,Alpine,240,22,0,32,0,181,5
